text_asli,stem_text,label
semoga bisa mengamalkan seperti dalam al quran bukan hanya sekedar pencitraan sbb banyak oknum,moga amal quran dar citra sbb oknum,neutral
polri begitu lemah dan ramah terhadap tikus yang merongrong penegakan hukum dari dalam institusi mulia itu kapolri saat ini tidak pantas menjabat lagi harusnya undur diri atau pecat sebelum makin buruk lagi saya tidak percaya polri,polri lemah ramah tikus rongrong tega hukum institusi mulia kapolri pantas jabat harus undur diri pecat makin buruk percaya polri,negative
pak agar gak jadi omon ttg bersihkan pemerintahakan semua pembantu bapak termasuk bpk dan wapres lakukan sj pembuktian terbalik dari mana asal usul harta msg lalu laporkan ke penegak hukum utk diteliti kpkpolrijaksa tegakan ethics dan,pak jadi omon ttg sih pemerintahakan bantu bapak masuk bpk wapres laku bukti balik asal usul harta msg lalu lapor tegak hukum teliti kpkpolrijaksa tega ethics,negative
pencitraannya murahan amat padahal dapat biaya besar,citra murah padahal biaya besar,negative
media koq begitu sih,media koq,neutral
yakan gitu keras sama wisatawan lokal lembek sama wisatawan bule makanya bule jadi makin semena mena udah beberapa tahun ini ternyata circle gua dimana mana cancel culture ga ke bali kecuali urusan dinas itu pun selesai tugas lgsg balik jkt,yakan keras sama wisatawan lokal lembek sama wisatawan bule makanya bule jadi makin semena mena tahun nyata circle gua cancel culture bal urus dinas selesai tugas lgsg balik jkt,negative
lahh itu kan warga dluan yg komen gitu,lahh kan warga dluan komen,neutral
profil akbp wirdhanto lulusan terbaik akpol promosi kombes ke polda diy usai mutasi polri via,profil akbp wirdhanto lulus baik akpol promosi kombes polda diy usai mutasi polri via,positive
dpo tangkap sumono sindikat tukang tipu rp milyar sakti sebelas tahun tidak pernah di bap kasus ditangani unit ii subdit ditreskrimum polda metro jaya,dpo tangkap sumono sindikat tukang tipu milyar sakti tahun bap kasus tangan unit subdit ditreskrimum polda metro jaya,negative
seperti gelas kaca yg kau pecahkan dan kau coba rangkai kembali seperti itulah hati kami kepada mu wahai jagoan berseragam coklat hiks,gelas kaca pecah coba rangkai hati wahai jago seragam coklat hiks,negative
ni anggotanya kerja sdaningan atau gimana,anggota kerja sdaningan gimana,neutral
main banget nih polri,main polri,neutral
ini anggotanya kerja sdaningan atau gimana,anggota kerja sdaningan gimana,neutral
mantap bravo polri,mantap bravo polri,positive
beneran nih selidiki n usutlah sp tau lbh parah bahlil mana nie,beneran selidik usut tau lbh parah bahlil nie,neutral
begitulah hukum indonesia ya kan pak dan kebanggaan sang maha sukses,begitu hukum indonesia kan pak bangga sang maha sukses,positive
sinergitas tni polri bhabinkamtibmas dan babinsa desa linggamukti bersama sama sambangi warga desa binaannya pada malam hari dan sdanaikan himbauan dan pesan kamtibmas menjelang tahun baru,sinergitas tni polri bhabinkamtibmas babinsa desa linggamukti sama sama sambang warga desa bina malam hari sdanaikan himbauan pesan kamtibmas jelang tahun baru,neutral
emang bakl diterima amalan lu,emang bakl terima amal,neutral
sidang di hadapan allah mah suatu kepastian keadilan di dunia ini yg harus diusahakan jangan terlalu nyaman hidup mereka ganggu terus,sidang hadap allah mah suatu pasti adil dunia usaha jangan nyaman hidup ganggu terus,positive
cangkeman ae lemdiklat itu klo di polri udah masuk kotak hla mau mbok masukkan mana kapolresta surabaya,cangkeman lemdiklat polri masuk kotak hla mau mbok masuk kapolresta surabaya,neutral
mending tuku sate timbang tuku wedhuse,mending tuku sate timbang tuku wedhuse,neutral
polri melalui polda riau menggelar pemusnahan barang bukti narkoba hasil pengungkapan dari berbagai operasi kegiatan tersebut memusnahkan kilogram sabu butir ekstasi dan butir happy five,polri lalu polda riau gelar musnah barang bukti narkoba hasil ungkap bagai operasi giat musnah kilogram sabu butir ekstasi butir happy five,neutral
uu ite kan memang cm pesanan mereka buat kita,ite kan pesan buat,neutral
jaga situasi tetap kondusif personil polsek bangli dipimpin pawas akp i wayan tilem ardana intensifkan kegiatan blue light patrol polri presisi seputaran kota bangli senin malam,jaga situasi tetap kondusif personil polsek bangli pimpin pawas akp wayan tilem ardana intensif giat blue light patrol polri presisi putar kota bangli senin malam,positive
validasi terus,validasi terus,neutral
polisi beritanya jelek mulu,polisi berita jelek mulu,negative
udah gila,gila,negative
udah dapat apbn gede masih pula anggota lu bisnisin adminiatrasi ginian anda tau tapi anda membiarkan kalo gak viral seperti biasa anda gak ngapain,apbn gede anggota bisnisin adminiatrasi ginian tau biar kalo viral biasa ngapain,neutral
dari anggota atau keluarga atau buzzer dari warga yg masih berharap polri bisa berbenah,anggota keluarga buzzer warga harap polri benah,neutral
langkah ini menjadi bukti nyata komitmen polri dalam menjaga kedaulatan dan kekayaan maritim indonesia capaian kinerja polri sepanjang tahun di rilis akhir tahun polri,langkah bukti nyata komitmen polri jaga daulat kaya maritim indonesia capai kerja polri panjang tahun rilis akhir tahun polri,neutral
beberapa pencapaian utama meliputi penangkapan unit kapal ikan asing asal vietnam malaysia hong kong dan,capai utama liput tangkap unit kapal ikan asing asal vietnam malaysia hong kong,neutral
kasus kejahatan transnasional dan kasus kejahatan konvensional dari berbagai aktivitas ilegal di perairan indonesia polri berhasil menyelamatkan potensi kerugian negara sebesar rp miliar,kasus jahat transnasional kasus jahat konvensional bagai aktivitas ilegal air indonesia polri hasil selamat potensi rugi negara besar miliar,negative
polri melalui korpolairud baharkam polri menegaskan komitmennya dalam penegakan hukum tindak pidana sumber daya alam sda di wilayah perairanperikanan sepanjang tahun dengan menangani perkara yang terdiri dari kasus kejahatan terhadap kekayaan negara,polri lalu korpolairud baharkam polri tegas komitmen tega hukum tindak pidana sumber daya alam sda wilayah perairanperikanan panjang tahun tangan perkara diri kasus jahat kaya negara,negative
memalukan polri dan negara indonesia aneh kenapa polisi pada banyak yg tak punya malu tapi juga anehnya dinegara kita polisi yg punya kelakuan buruk masih dilindungi dan rata dicarikan pembenaran untuk di mutasi bukan di pecat ckckckckckck,malu polri negara indonesia aneh polisi tak punya malu aneh negara polisi punya laku buruk lindung rata cari benar mutasi pecat ckckckckckck,negative
ayoah om selesaikan,ayoah selesai,neutral
tdanangnya aja bukan warga sekitar kaya orang timur pendatang lu tangkap ini bos lumayan buat bahan naik jabatan bekasi ini bos daerah lu rusak banget baik aparat dan warganya apatis semua,tdanangnya warga kaya orang timur datang tangkap bos lumayan buat bahan naik jabat bekas bos daerah rusak baik aparat warga apatis,negative
anggota polsek kraton dan bko polda langsung dipimpin kapolsek kompol dwi pujiastuti melaksanakan stanby di pos kejal alkid untuk mengantisipasi giat pergantian malam tahun baru ke diwilayah kraton yogyakarta polri,anggota polsek kraton bko polda langsung pimpin kapolsek kompol dwi pujiastuti laksana stanby pos kejal alkid antisipasi giat ganti malam tahun baru wilayah kraton yogyakarta polri,neutral
capaian kinerja polri sepanjang tahun di rilis akhir tahun polri,capai kerja polri panjang tahun rilis akhir tahun polri,neutral
serta perkara konservasi sumber daya alam ekosistem ksdae atau satwa dari upaya tersebut polri berhasil menyelamatkan potensi kerugian negara senilai rp triliun menunjukkan komitmennya dalam menjaga kelestarian lingkungan dan melindungi sumber daya nasional,perkara konservasi sumber daya alam ekosistem ksdae satwa upaya polri hasil selamat potensi rugi negara nila triliun tunjuk komitmen jaga lestari lingkung lindung sumber daya nasional,positive
polri menegaskan pentingnya pelaku usaha di sektor sumber daya alam sda untuk tetap memperhatikan kelestarian lingkungan agar potensi sda indonesia terjaga dan dapat dimanfaatkan secara optimal untuk kemajuan masyarakat,polri tegas penting laku usaha sektor sumber daya alam sda tetap perhati lestari lingkung potensi sda indonesia jaga manfaat optimal maju masyarakat,neutral
kasus firli bahuri apa kabarnya bos,kasus firli bahuri kabar bos,neutral
jelang pergantian tahun ke tahun polsek senori polres tuban polda jatim imbau bengkel tidak melayani pemasangan knalpot brong,jelang ganti tahun tahun polsek senori polres tuban polda jatim imbau bengkel layan pasang knalpot brong,neutral
ga lagi ngomongin kan,ngomongin kan,neutral
malah pantun nih kapolrinya kocak lawakkk ngga cocok jadi polisi,malah pantun kapolrinya kocak lawakkk ngga cocok jadi polisi,neutral
nanti juga nangisnya lebih kencang digebukin dipenjara juga lebih keras,nang lebih kencang digebukin penjara lebih keras,negative
polri kembali meraih opini wajar tanpa pengecualian dari bpk ri atas laporan keuangan th prestasi ini menjadi yang ke kalinya berturutturut sejak mencerminkan tata kelola anggaran polri yang konsisten dan,polri raih opini wajar kecuali bpk atas lapor uang prestasi kali berturutturut cermin tata kelola anggar polri konsisten,neutral
ogt beklah pantas kapan anda turun cc,ogt bek pantas turun,neutral
menipu diri sendiri demi gagasan institusi okelah menipu manusia rakyat seindonesia raya ngimpi,tipu diri sendiri gagas institusi oke tipu manusia rakyat indonesia raya ngimpi,negative
kapolres bondowoso akbp lintar mahardhono sh sik mik dan ketua cabang bhayangkari nynia lintar beserta staf dan jajaran mengucapkan selamat tahun baru semoga tahun ini membawa kebahagiaan keberhasilan dan kedamaian untuk kita semua,kapolres bondowoso akbp lintar mahardhono sik mik ketua cabang bhayangkari nynia lintar serta staf jajar ucap selamat tahun baru moga tahun bawa bahagia hasil damai,positive
polri bersama kementerianlembaga lainnya membentuk satgas pasti yg menunjukkan kinerja signifikan pada tahun satgas ini berhasil menghentikan entitas yg melanggar hukum mengalami peningkatan drastis sebanyak entitas atau,polri sama kementerianlembaga lain bentuk satgas tunjuk kerja signifikan tahun satgas hasil henti entitas langgar hukum alami tingkat drastis banyak entitas,neutral
polri melalui korpolairud baharkam polri menegaskan komitmennya dalam penegakan hukum tindak pidana sumber daya alam sda di wilayah perairanperikanan sepanjang tahun dengan menangani perkara,polri lalu korpolairud baharkam polri tegas komitmen tega hukum tindak pidana sumber daya alam sda wilayah perairanperikanan panjang tahun tangan perkara,neutral
jokowi harus segera diberikan sprindik dari aparat penegak hukum gabungan polri dan,jokowi segera beri sprindik aparat tegak hukum gabung polri,neutral
polri melakukan langkah progresif pada tahun ini dgn merealisasikan kebijakan inklusif melalui rekrutmen khusus bagi kelompok disabilitas sebanyak dua orang melalui jalur sekolah inspektur polisi sumber sarjana dan,polri laku langkah progresif tahun realisasi bijak inklusif lalu rekrutmen khusus kelompok disabilitas banyak orang lalu jalur sekolah inspektur polisi sumber sarjana,neutral
selamat tahun baru januari semoga tahun ini bisa membawa kita menjadi lebih baik dan penuh berkah serta kebahagiaan,selamat tahun baru januari moga tahun bawa lebih baik penuh berkah bahagia,positive
telek,telek,neutral
yg bikin keputusan hukuman tahun penjara kan hakim kok yg diretas situsnya apa gak salah alamat klo kasus gamma yg di itu baru bener,bikin putus hukum tahun penjara kan hakim retas situs salah alamat kasus gamma baru bener,neutral
polri kembali membuktikan komitmennya dalam komunikasi publik yang baik dengan meraih penghargaan sebagai badan publik dengan kualifikasi informatif dari komisi informasi pusat republik indonesia di tahun,polri bukti komitmen komunikasi publik baik raih harga badan publik kualifikasi informatif komisi informasi pusat republik indonesia tahun,positive
pencitraan truuuussss berubah kagak,citra truuuussss ubah kagak,negative
bukan retak lagi pak hancur dan patah ini trust rakyat ke institusi bapak sekalian,retak pak hancur patah trust rakyat institusi bapak sekali,negative
polri terus menunjukkan kiprahnya tidak hanya dalam menjaga keamanan tetapi juga dalam dunia olahraga hingga saat ini sebanyak atlet dari institusi ini telah mencatatkan prestasi gemilang di tingkat nasional dan internasional,polri terus tunjuk kiprah jaga aman dunia olahraga banyak atlet institusi catat prestasi gemilang tingkat nasional internasional,positive
polri tingkatkan pengawasan internal melalui propam itwasum dan,polri tingkat awas internal lalu propam itwasum,neutral
apa benar min,benar min,neutral
netizen yg dimaksud paling bots fake akun buzzer,netizen maksud paling bots fake akun buzzer,neutral
hayo pak laporin tuh occrp telah menyebarkan berita boong,hayo pak laporin occrp sebar berita boong,negative
pak ada berita lucu niy,pak berita lucu niy,neutral
maksa bener pasti itu netizen yg di maksud sesama polri hahah atau kalian perlu ganti penasihat,maksa bener netizen maksud sama polri hahah kalian perlu ganti nasihat,neutral
tapi bersihkan dulu tubuh polri kejaksaan dan kpk dari korup karena selama ini mereka juga sudah tercoreng di mata rakyat,sih dulu tubuh polri jaksa kpk korup coreng mata rakyat,negative
kasus sambo,kasus sambo,neutral
tiktok dijadiin tolak ukur ckckck kocak,tiktok dijadiin tolak ukur ckckck kocak,neutral
maaf nih ya masak kasih data ke kapolri dari tiktok dan istagram besuk besuk gunakan saja lembagai surve yg kredibel hingga data itu bisa dipertanggungjawabkan,maaf masak kasih data kapolri tiktok istagram besuk besuk guna lembaga surve kredibel data dipertanggungjawabkan,neutral
pola pikirmu jd semakin sempit kalau bicara korupsi bkn hanya ttg duit aja bro ne salah satu contohnya sistem tata negara yg di acak untuk kepentingan keluarga,pola pikir makin sempit bicara korupsi ttg duit bro salah contoh sistem tata negara acak penting keluarga,negative
staf ahli kapolri kasus vina cirebon hingga pemerasan dwp jadi sentimen negatif polri di medsos,staf ahli kapolri kasus vina cirebon peras dwp jadi sentimen negatif polri medsos,negative
personil pospam parung patroli gabungan tni polri dan satpol pp di wilayah polsek parung antisipasi c razia miras knalpot brong balap liar tawuran dan gangster agar terciptanya situasi aman dan kondusif,personil pospam parung patroli gabung tni polri satpol wilayah polsek parung antisipasi razia miras knalpot brong balap liar tawur gangster cipta situasi aman kondusif,positive
mana datanya bro,data bro,neutral
polri disarankan rekrut polisi ahli it untuk hadapi tantangan kemajuan teknologi,polri saran rekrut polisi ahli hadap tantang maju teknologi,neutral
